5.481E+11   0.39 -2.930E+02
2.667E+04   2.65  4.880E+03
2.298E+09   1.40  1.832E+04
1.465E+05   2.11 -2.904E+03
3.164E+12   0.35  5.551E+04
3.252E+12   0.33  5.328E+04
