1.915E+14 0.00 1.644E+04
5.080E+04 2.67 6.292E+03
2.160E+08 1.51 3.430E+03
2.970E+06 2.02 1.340E+04
1.660E+13 0.00 8.230E+02
3.250E+13 0.00 0.000E+00
